year,avgR
1939,3.0
1939,3.5
1939,3.1666666666666665
1939,3.0
1939,3.0
1939,4.0
1939,4.083333333333333
1939,3.0
1939,3.0
1939,3.5
1939,3.6666666666666665
1939,4.0
1939,4.0
1939,3.880434782608696
1939,3.5
1939,3.6444444444444444
1939,3.25
1939,3.5
1939,3.75
1939,4.0
1939,3.5
1939,3.5
1940,4.166666666666667
1940,3.7830188679245285
1940,4.392857142857143
1940,3.6666666666666665
1940,3.75
1940,4.133333333333334
1940,2.5
1940,3.6666666666666665
1940,3.0
1940,3.0
1940,3.0
1940,3.5
1940,4.310344827586207
1940,3.0
1940,2.5
1940,3.5
1940,3.45
1940,4.0
1940,4.0
1940,4.0
1940,3.0
1940,5.0
1940,5.0
1940,1.25
1940,4.111111111111111
1941,3.8333333333333335
1941,3.3857142857142857
1941,3.5
1941,4.0
1941,3.5
1941,4.0
1941,3.9
1941,3.5
1941,3.75
1941,4.0
1941,3.6
1941,4.166666666666667
1941,2.875
1941,4.0
1941,3.5
1941,4.170454545454546
1941,4.043478260869565
1941,4.0
1942,4.0
1942,3.0
1942,4.0
1942,3.5
1942,5.0
1942,4.0
1942,4.1
1942,4.24
1942,3.5
1942,3.5
1942,3.6666666666666665
1942,3.0
1942,3.3684210526315788
1942,3.625
1942,2.5
1942,4.0
1942,4.0
1942,3.5
1942,3.875
1942,4.0
1942,3.5
1942,4.0
1943,4.0
1943,4.0
1943,1.0
1943,4.142857142857143
1943,3.0
1943,2.0
1943,3.75
1943,4.5
1943,4.25
1943,3.0
1944,4.323529411764706
1944,3.5
1944,4.357142857142857
1944,4.333333333333333
1944,4.0
1944,3.75
1944,3.25
1944,3.5
1944,3.5
1944,4.142857142857143
1944,3.5
1944,5.0
1944,5.0
1944,3.8793103448275863
1944,3.5
1944,4.1
1945,3.0
1945,3.2
1945,3.5
1945,4.0
1945,3.625
1945,4.5
1945,3.6666666666666665
1945,3.5
1945,3.8333333333333335
1945,2.0
1945,3.5
1945,3.5
1945,4.0
1945,4.0
1945,4.0
1945,0.5
1946,4.0344827586206895
1946,3.5
1946,3.5
1946,4.0
1946,4.0
1946,4.142857142857143
1946,3.5
1946,3.25
1946,3.5
1946,3.0
1946,3.4166666666666665
1946,3.0
1946,4.0625
1946,4.0
1946,4.0
1946,2.5
1946,3.6666666666666665
1946,4.25
1946,3.5
1946,5.0
1946,3.5
1946,3.0
1946,3.75
1947,3.0
1947,4.0
1947,4.0
1947,3.5
1947,4.0
1947,3.5
1947,3.5
1947,4.5
1947,4.0
1947,4.0
1947,3.9285714285714284
1947,4.125
1947,3.5
1947,4.0588235294117645
1947,4.0
1947,3.5
1947,3.0
1947,2.5
1947,3.5
1947,3.5
1948,4.2
1948,3.5
1948,4.0
1948,4.0
1948,3.8333333333333335
1948,3.75
1948,4.0
1948,3.5
1948,4.125
1948,3.9
1948,3.65625
1948,3.8
1948,3.5
1948,3.5
1948,5.0
1948,3.3333333333333335
1948,3.5
1948,2.5
1948,3.0
1949,3.0
1949,3.0
1949,4.25
1949,3.25
1949,3.3333333333333335
1949,3.0
1949,4.0
1949,4.229166666666667
1949,2.0
1949,3.75
1949,3.75
1949,3.0
1949,2.5
1949,4.0
1949,3.5
1949,3.6666666666666665
1949,2.8333333333333335
1949,3.5
1949,4.75
1949,2.0
1949,3.5
1949,4.5
1949,4.25
1949,3.0
1949,4.0
1950,3.0
1950,4.229166666666667
1950,4.285714285714286
1950,2.75
1950,3.5
1950,4.333333333333333
1950,4.0
1950,4.0
1950,2.5
1950,3.25
1950,3.0
1950,3.25
1950,3.5
1950,3.488095238095238
1950,3.5
1950,2.5
1950,3.6666666666666665
1950,3.9444444444444446
1950,3.8333333333333335
1950,4.0
1950,3.0
1951,3.0
1951,3.5
1951,3.25
1951,3.375
1951,5.0
1951,3.9705882352941178
1951,3.0
1951,4.475
1951,4.5
1951,3.0
1951,3.7083333333333335
1951,3.5
1951,3.98
1951,3.82
1951,3.5
1951,4.5
1951,3.0
1951,3.5
1951,3.0
1951,4.5
1951,4.0
1952,3.0
1952,4.0
1952,3.5
1952,5.0
1952,4.333333333333333
1952,4.0
1952,4.0
1952,2.5
1952,3.6666666666666665
1952,3.5
1952,4.074468085106383
1952,3.0
1952,4.2105263157894735
1952,3.4166666666666665
1952,4.0
1952,3.0
1953,3.5
1953,4.0576923076923075
1953,4.0
1953,3.9545454545454546
1953,3.5
1953,4.0
1953,3.8333333333333335
1953,2.5
1953,3.573170731707317
1953,4.0
1953,3.9
1953,4.0
1953,4.0
1953,3.0
1953,3.7222222222222223
1953,3.5
1953,3.5
1953,3.5
1953,3.1666666666666665
1953,4.5
1953,3.0
1953,3.8
1953,3.5833333333333335
1953,3.0
1953,4.0
1953,3.5
1953,3.5
1953,2.625
1953,3.3
1954,3.0
1954,4.1875
1954,4.0
1954,3.8
1954,4.0
1954,3.7666666666666666
1954,2.1666666666666665
1954,4.261904761904762
1954,4.1875
1954,1.0
1954,3.5
1954,3.75
1954,3.5
1954,4.5
1954,2.125
1954,4.1875
1954,3.0
1954,3.5
1954,3.4705882352941178
1954,3.0
1954,3.5
1954,4.1
1954,4.25
1955,3.125
1955,4.5
1955,3.5
1955,3.5
1955,3.75
1955,4.0
1955,3.0
1955,3.25
1955,4.25
1955,4.0
1955,4.5
1955,3.375
1955,3.5
1955,3.8181818181818183
1955,3.5
1955,3.5
1955,3.4
1955,4.0
1955,4.5
1955,3.8333333333333335
1955,5.0
1955,4.217391304347826
1955,3.4166666666666665
1955,3.3333333333333335
1955,3.0
1955,4.0
1955,3.0
1955,3.0
1955,4.1
1955,4.25
1955,3.0
1955,1.0
1955,3.9166666666666665
1955,3.5
1955,3.9375
1955,4.75
1956,3.5
1956,4.166666666666667
1956,3.0
1956,3.75
1956,4.055555555555555
1956,3.5
1956,3.8076923076923075
1956,2.5
1956,3.5555555555555554
1956,2.875
1956,0.5
1956,4.0
1956,0.5
1956,3.0
1956,4.0
1956,3.5
1956,4.0
1956,4.5
1956,3.9166666666666665
1956,4.25
1956,3.5
1956,3.5
1956,0.5
1956,3.625
1956,4.071428571428571
1956,3.5
1956,1.0
1956,4.0
1956,4.0
1956,3.769230769230769
1957,4.285714285714286
1957,3.5
1957,3.6666666666666665
1957,3.0
1957,3.9375
1957,4.541666666666667
1957,3.4444444444444446
1957,3.75
1957,3.0
1957,4.149122807017544
1957,1.0
1957,5.0
1957,4.0
1957,4.122222222222222
1957,3.5
1957,4.222222222222222
1957,4.0
1957,3.5
1957,4.0
1957,4.0
1957,4.2
1957,3.75
1957,4.388888888888889
1957,5.0
1957,4.0
1957,3.75
1957,3.0
1957,3.5
1957,3.0
1957,3.0
1957,4.125
1957,4.0
1957,4.0
1958,4.0
1958,4.0
1958,4.1
1958,3.8333333333333335
1958,3.3846153846153846
1958,3.6
1958,3.5
1958,4.0
1958,3.0
1958,2.0
1958,3.25
1958,4.25
1958,4.4
1958,4.5
1958,3.5
1958,4.025
1958,3.25
1958,3.7777777777777777
1958,3.5
1958,3.0
1958,4.0
1958,3.375
1958,3.0
1958,3.7
1958,3.0
1958,4.5
1958,4.0
1958,4.264705882352941
1958,3.5
1958,3.5
1958,4.0
1959,2.75
1959,4.75
1959,0.5
1959,4.0
1959,4.5
1959,4.0
1959,3.0
1959,3.5
1959,3.8333333333333335
1959,2.9
1959,4.0
1959,4.5
1959,2.5
1959,4.0
1959,3.0
1959,3.1875
1959,4.0
1959,3.0
1959,3.9411764705882355
1959,4.184210526315789
1959,4.01
1959,2.25
1959,0.5
1959,3.5
1959,3.0
1959,4.5
1959,3.409090909090909
1959,3.5
1959,3.0
1959,3.6666666666666665
1959,2.75
1959,3.5
1959,4.5
1959,4.0
1959,2.75
1959,3.3333333333333335
1959,4.0
1960,3.25
1960,4.5
1960,4.0
1960,4.0
1960,4.0
1960,3.9375
1960,3.0
1960,3.0
1960,4.036144578313253
1960,3.59375
1960,0.5
1960,3.375
1960,3.625
1960,3.75
1960,3.5
1960,3.125
1960,3.5
1960,4.083333333333333
1960,3.75
1960,3.5
1960,3.0
1960,3.5
1960,4.0
1960,3.0
1960,3.6363636363636362
1960,3.0
1960,3.0
1960,3.5
1960,3.576923076923077
1960,4.0
1960,1.0
1960,3.5
1960,3.5
1960,2.9
1960,3.8333333333333335
1960,3.0833333333333335
1960,3.962962962962963
1961,4.230769230769231
1961,4.25
1961,3.8333333333333335
1961,3.4318181818181817
1961,3.0
1961,3.1
1961,3.5
1961,3.388888888888889
1961,4.333333333333333
1961,3.6029411764705883
1961,4.0
1961,3.0
1961,4.5
1961,5.0
1961,4.0
1961,3.2083333333333335
1961,3.25
1961,5.0
1961,3.6
1961,3.5
1961,3.0
1961,3.769230769230769
1961,0.5
1961,3.3333333333333335
1961,3.8472222222222223
1961,3.0
1961,4.5
1961,3.0
1961,3.0
1961,5.0
1961,4.5
1961,4.5
1961,3.0
1962,1.5
1962,4.4
1962,3.5
1962,2.5
1962,3.0
1962,1.5
1962,4.5
1962,2.75
1962,3.75
1962,3.5
1962,4.0
1962,3.5
1962,2.0
1962,4.120689655172414
1962,3.875
1962,4.3
1962,4.25
1962,0.5
1962,0.5
1962,4.0
1962,4.0
1962,3.9642857142857144
1962,4.9
1962,3.6666666666666665
1962,3.5
1962,4.0
1962,3.9
1962,4.5
1962,5.0
1962,4.5
1962,4.0
1962,3.712121212121212
1962,4.25
1962,2.0
1962,3.75
1962,3.0
1962,3.0
1962,3.5
1962,4.0
1963,3.0
1963,0.5
1963,3.375
1963,3.8076923076923075
1963,3.5
1963,3.8333333333333335
1963,3.75
1963,3.5
1963,4.0
1963,4.0
1963,4.5
1963,2.4642857142857144
1963,3.5
1963,4.0
1963,3.4545454545454546
1963,3.0384615384615383
1963,3.75
1963,4.0
1963,3.1666666666666665
1963,3.5
1963,3.0
1963,3.602272727272727
1963,4.127906976744186
1963,2.5
1963,4.071428571428571
1963,3.5
1963,4.5
1963,4.25
1963,3.0
1963,3.5
1963,4.5
1963,3.58
1963,4.0
1963,3.5
1963,3.625
1963,3.25
1963,4.0
1963,3.642857142857143
1963,3.5
1964,3.8333333333333335
1964,3.5
1964,2.0
1964,4.268041237113402
1964,4.5
1964,3.8333333333333335
1964,4.5
1964,2.5
1964,4.75
1964,3.0
1964,4.0
1964,4.0
1964,4.0
1964,1.0
1964,3.9358974358974357
1964,4.0
1964,3.839622641509434
1964,3.0
1964,2.5
1964,3.5
1964,3.0
1964,3.5
1964,2.0
1964,3.6666666666666665
1964,4.0
1964,3.5
1964,4.0
1964,4.042857142857143
1964,3.473684210526316
1964,5.0
1964,2.5
1964,3.5
1964,3.5
1964,3.25
1964,4.0
1964,3.0
1964,4.125
1964,3.75
1964,3.75
1964,3.25
1964,3.887323943661972
1964,5.0
1964,3.625
1965,3.0
1965,3.5
1965,4.0
1965,3.5
1965,3.25
1965,4.5
1965,3.875
1965,3.8333333333333335
1965,3.0
1965,3.4791666666666665
1965,2.0
1965,3.0
1965,4.125
1965,4.151515151515151
1965,4.0
1965,2.5
1965,4.0
1965,3.357142857142857
1965,0.5
1965,1.5
1965,3.0
1965,3.9375
1965,3.5
1965,4.142857142857143
1965,4.0
1965,5.0
1965,4.0
1965,2.0
1965,5.0
1965,5.0
1965,3.3333333333333335
1965,0.5
1965,2.4166666666666665
1965,4.0
1965,3.142857142857143
1965,4.166666666666667
1965,1.5
1965,3.5
1965,3.7
1965,3.75
1965,5.0
1965,4.0
1965,3.0
1965,5.0
1965,4.0
1965,0.5
1965,2.5
1966,3.6666666666666665
1966,4.5
1966,5.0
1966,3.75
1966,5.0
1966,4.3
1966,4.166666666666667
1966,3.0
1966,3.5
1966,4.5
1966,3.1666666666666665
1966,3.0
1966,3.5
1966,3.0
1966,4.0
1966,3.0
1966,4.142857142857143
1966,4.0
1966,3.75
1966,4.0
1966,3.5
1966,4.333333333333333
1966,3.5
1966,3.1
1966,2.75
1966,0.5
1966,2.0
1966,4.0
1966,4.0
1966,4.145833333333333
1966,3.6
1966,4.0
1966,4.0
1966,2.5
1966,3.590909090909091
1966,3.6666666666666665
1966,4.25
1966,3.25
1966,4.5
1966,3.8
1966,4.0
1966,2.6666666666666665
1967,4.071428571428571
1967,5.0
1967,4.545454545454546
1967,3.0
1967,3.0
1967,3.3125
1967,4.071428571428571
1967,3.875
1967,4.271929824561403
1967,3.96875
1967,3.830188679245283
1967,1.0
1967,2.5
1967,3.0
1967,2.5
1967,2.5
1967,4.181818181818182
1967,3.0
1967,0.5
1967,3.625
1967,3.5
1967,3.1666666666666665
1967,1.0
1967,3.6666666666666665
1967,3.0
1967,4.0
1967,5.0
1967,4.5
1967,3.0
1967,3.772727272727273
1967,4.25
1967,3.8333333333333335
1967,4.0
1967,2.0
1967,4.0
1967,4.0
1967,4.0
1967,4.063291139240507
1967,3.0
1967,3.4285714285714284
1967,3.0
1967,3.5
1968,4.0
1968,4.5
1968,3.75
1968,3.9696969696969697
1968,3.5
1968,3.6153846153846154
1968,4.0
1968,4.0
1968,5.0
1968,3.0
1968,2.0
1968,4.5
1968,3.875
1968,3.6666666666666665
1968,3.8035714285714284
1968,4.0
1968,2.5
1968,3.4545454545454546
1968,3.1666666666666665
1968,4.25
1968,3.5
1968,3.0
1968,2.75
1968,3.5
1968,3.2857142857142856
1968,4.5
1968,3.0
1968,3.6666666666666665
1968,3.8944954128440368
1968,2.0
1968,3.5714285714285716
1968,4.0
1968,3.0
1968,3.6
1968,4.171875
1968,4.0
1968,4.0
1968,4.305555555555555
1968,4.066666666666666
1968,3.75
1968,3.0
1968,3.6666666666666665
1969,4.5
1969,3.0
1969,3.5
1969,3.75
1969,4.5
1969,4.0
1969,1.5
1969,4.0
1969,3.5
1969,4.0
1969,3.8181818181818183
1969,5.0
1969,3.5
1969,5.0
1969,3.9545454545454546
1969,3.85
1969,3.0
1969,3.0
1969,3.0555555555555554
1969,4.0
1969,3.3636363636363638
1969,3.0
1969,3.603448275862069
1969,2.857142857142857
1969,5.0
1969,4.0
1969,3.25
1969,2.8333333333333335
1969,4.0
1969,4.5
1969,3.5
1969,3.8333333333333335
1969,3.943548387096774
1969,3.5
1969,3.264705882352941
1970,4.1
1970,4.0
1970,4.0
1970,4.5
1970,4.121212121212121
1970,3.6666666666666665
1970,3.0
1970,3.0
1970,4.133333333333334
1970,4.0
1970,2.1666666666666665
1970,3.411111111111111
1970,3.5
1970,4.0
1970,4.0
1970,4.0
1970,3.0
1970,4.0
1970,3.9
1970,3.75
1970,3.5
1970,3.9285714285714284
1970,2.0
1970,3.5
1970,2.5
1970,3.9347826086956523
1970,2.5
1970,4.5
1970,3.5
1970,4.145833333333333
1970,2.7777777777777777
1970,5.0
1971,2.0
1971,4.053571428571429
1971,3.625
1971,5.0
1971,3.8333333333333335
1971,3.6666666666666665
1971,4.5
1971,3.8125
1971,3.0
1971,3.75
1971,4.083333333333333
1971,3.871794871794872
1971,3.5
1971,4.0
1971,2.5
1971,3.2
1971,3.75
1971,3.995833333333333
1971,4.5
1971,3.775
1971,3.5
1971,3.7857142857142856
1971,4.0
1971,4.5
1971,5.0
1971,4.0
1971,3.5
1971,3.3333333333333335
1971,4.5
1971,4.5
1971,2.6666666666666665
1971,4.288461538461538
1971,3.0
1971,3.4791666666666665
1971,5.0
1971,5.0
1971,3.5
1971,3.75
1971,3.25
1971,4.0
1971,3.0
1971,4.5
1971,3.5
1971,4.25
1971,3.625
1971,3.8739495798319328
1971,3.409090909090909
1972,4.75
1972,5.0
1972,2.375
1972,3.0952380952380953
1972,4.166666666666667
1972,4.5
1972,4.0
1972,2.5
1972,3.75
1972,4.25
1972,4.0
1972,3.0
1972,3.8333333333333335
1972,4.0
1972,0.75
1972,3.5
1972,3.5833333333333335
1972,4.5
1972,3.0
1972,1.5
1972,3.9
1972,4.5
1972,3.0
1972,3.25
1972,4.0
1972,4.0
1972,2.5
1972,4.166666666666667
1972,5.0
1972,2.75
1972,4.090909090909091
1972,3.5
1972,3.0
1972,4.0
1972,2.7916666666666665
1972,3.4583333333333335
1972,4.5
1972,4.3
1972,4.2890625
1973,2.0
1973,3.5476190476190474
1973,3.9765625
1973,3.75
1973,4.166666666666667
1973,0.5
1973,4.038461538461538
1973,4.090909090909091
1973,3.5
1973,2.7777777777777777
1973,3.8333333333333335
1973,2.5
1973,2.0
1973,4.0
1973,1.0
1973,3.5
1973,3.625
1973,4.25
1973,3.9285714285714284
1973,4.25
1973,3.7
1973,3.5
1973,4.0
1973,3.5
1973,0.5
1973,4.0
1973,3.9166666666666665
1973,4.0
1973,4.0
1973,4.0
1973,4.181818181818182
1973,4.0
1973,3.5
1973,3.0
1973,4.666666666666667
1973,1.5
1973,3.75
1973,3.5
1973,4.5
1973,3.0
1973,3.80188679245283
1973,4.5
1973,4.0
1973,3.75
1973,5.0
1973,3.4166666666666665
1973,3.473684210526316
1973,3.5
1973,3.6956521739130435
1973,4.0
1973,4.5
1973,4.5
1973,3.7941176470588234
1973,4.083333333333333
1973,4.0
1973,3.513888888888889
1973,0.5
1973,3.8488372093023258
1973,3.6
1974,3.75
1974,2.6666666666666665
1974,3.5833333333333335
1974,3.0
1974,4.211864406779661
1974,4.25968992248062
1974,5.0
1974,2.5
1974,5.0
1974,3.5
1974,3.9927536231884058
1974,2.0
1974,3.269230769230769
1974,4.0
1974,2.75
1974,3.935483870967742
1974,3.0
1974,3.25
1974,4.0
1974,4.166666666666667
1974,2.0
1974,2.5
1974,3.5
1974,2.75
1974,3.2222222222222223
1974,3.6666666666666665
1974,5.0
1974,3.3333333333333335
1974,3.5
1974,3.75
1974,3.0
1974,3.25
1974,3.875
1974,3.5
1974,2.5
1974,3.4
1974,2.9375
1974,4.0
1974,3.5
1974,4.333333333333333
1974,3.125
1974,4.5
1974,4.205882352941177
1974,3.8
1975,0.75
1975,4.222222222222222
1975,4.0
1975,3.0
1975,4.666666666666667
1975,3.5
1975,2.0
1975,0.5
1975,3.0
1975,3.6
1975,4.5
1975,4.0
1975,3.7142857142857144
1975,3.25
1975,2.6
1975,4.029411764705882
1975,3.1818181818181817
1975,3.75
1975,3.5
1975,4.5
1975,3.6666666666666665
1975,3.0555555555555554
1975,4.203007518796992
1975,3.0714285714285716
1975,3.0
1975,4.5
1975,2.6
1975,3.9342105263157894
1975,4.3
1975,4.0
1975,3.0
1975,4.0
1975,4.166666666666667
1975,3.6875
1975,5.0
1975,1.5
1975,4.0
1975,4.161764705882353
1975,4.0
1975,4.0054945054945055
1975,3.5
1975,3.3412698412698414
1976,3.0
1976,4.0
1976,4.0227272727272725
1976,5.0
1976,3.5
1976,4.5
1976,3.1666666666666665
1976,3.4
1976,3.828125
1976,2.5
1976,3.75
1976,4.25
1976,3.6
1976,3.6666666666666665
1976,2.5
1976,4.5
1976,3.25
1976,5.0
1976,3.8181818181818183
1976,3.4615384615384617
1976,3.5
1976,4.105769230769231
1976,4.25
1976,3.6666666666666665
1976,3.3472222222222223
1976,3.25
1976,3.2777777777777777
1976,4.25
1976,2.0
1976,3.3333333333333335
1976,3.75
1976,2.75
1976,4.018518518518518
1976,2.7142857142857144
1976,3.5
1976,2.8333333333333335
1976,3.2291666666666665
1976,3.0
1976,2.8333333333333335
1976,4.0
1976,5.0
1976,5.0
1976,3.6666666666666665
1976,5.0
1977,3.0
1977,4.0
1977,3.7857142857142856
1977,5.0
1977,3.7083333333333335
1977,4.0
1977,2.5
1977,4.166666666666667
1977,1.5
1977,4.166666666666667
1977,3.0
1977,3.0
1977,3.7416666666666667
1977,3.5
1977,4.0
1977,4.0
1977,3.1923076923076925
1977,1.5
1977,3.5
1977,2.5
1977,3.5
1977,3.5
1977,5.0
1977,3.3181818181818183
1977,2.5
1977,3.8706896551724137
1977,2.5
1977,4.0
1977,3.5
1977,2.5
1977,2.625
1977,3.25
1977,2.3333333333333335
1977,0.5
1977,3.6666666666666665
1977,4.0
1977,2.0
1977,3.5
1977,2.0
1977,3.4444444444444446
1977,3.5
1977,3.75
1977,2.0
1977,3.9375
1977,3.125
1977,3.75
1977,3.857142857142857
1977,3.0
1977,3.1666666666666665
1977,4.0
1977,2.7666666666666666
1977,3.5
1977,1.5
1977,2.0
1977,4.0
1977,4.0
1977,4.0
1977,4.0
1977,4.0
1977,2.7222222222222223
1977,3.5
1977,4.231075697211155
1977,3.0
1978,3.8255813953488373
1978,2.6176470588235294
1978,3.25
1978,3.0
1978,3.7222222222222223
1978,1.75
1978,2.25
1978,3.0
1978,4.0
1978,3.75
1978,2.0
1978,5.0
1978,3.25
1978,0.5
1978,3.0
1978,3.3
1978,2.5
1978,4.05
1978,2.875
1978,2.0
1978,4.166666666666667
1978,3.269230769230769
1978,3.6666666666666665
1978,4.5
1978,3.0
1978,3.6875
1978,5.0
1978,4.5
1978,3.5
1978,2.642857142857143
1978,3.5
1978,3.6666666666666665
1978,3.1333333333333333
1978,3.5
1978,3.0
1978,2.75
1978,2.9166666666666665
1978,4.0
1978,2.3333333333333335
1978,0.5
1978,4.625
1978,2.25
1978,3.975
1978,2.2
1978,3.693548387096774
1978,3.0
1978,5.0
1978,3.6
1978,3.5
1978,3.0
1978,3.5714285714285716
1978,3.590909090909091
1978,2.625
1978,3.6065573770491803
1978,3.139705882352941
1978,4.166666666666667
1978,4.0
1978,4.0
1978,4.05
1979,3.969178082191781
1979,3.95
1979,5.0
1979,1.0
1979,3.0444444444444443
1979,5.0
1979,5.0
1979,5.0
1979,2.0
1979,3.0
1979,3.3703703703703702
1979,3.486842105263158
1979,2.892857142857143
1979,4.0
1979,3.1666666666666665
1979,3.375
1979,4.0
1979,3.75
1979,3.0
1979,3.6666666666666665
1979,4.5
1979,4.5
1979,3.25
1979,4.083333333333333
1979,3.590909090909091
1979,4.090909090909091
1979,4.0
1979,2.5
1979,2.5
1979,1.8333333333333333
1979,0.5
1979,5.0
1979,2.5
1979,4.0
1979,3.1666666666666665
1979,2.75
1979,3.0
1979,3.9269662921348316
1979,2.611111111111111
1979,5.0
1979,1.5
1979,2.6666666666666665
1979,3.7
1979,3.0
1979,3.6666666666666665
1979,4.219626168224299
1979,3.625
1979,3.9375
1979,3.625
1979,3.7857142857142856
1979,3.892857142857143
1979,3.0
1979,2.5
1979,3.4
1979,3.5
1979,3.1923076923076925
1979,5.0
1979,0.5
1979,2.875
1979,3.0
1979,2.0
1979,3.2222222222222223
1979,4.106060606060606
1979,3.1346153846153846
1979,3.5
1979,3.0
1979,4.0
1979,2.6333333333333333
1979,3.0
1980,4.5
1980,4.0
1980,4.0
1980,3.892857142857143
1980,4.5
1980,2.125
1980,5.0
1980,3.6
1980,3.0
1980,5.0
1980,4.25
1980,3.0
1980,3.0
1980,3.0
1980,3.857142857142857
1980,3.5
1980,2.0
1980,3.5714285714285716
1980,3.3333333333333335
1980,2.0
1980,1.0
1980,2.8333333333333335
1980,3.826923076923077
1980,3.8095238095238093
1980,3.020408163265306
1980,5.0
1980,4.5
1980,5.0
1980,1.5
1980,3.0
1980,3.25
1980,2.5
1980,2.6666666666666665
1980,2.727272727272727
1980,4.2156398104265405
1980,2.0
1980,1.5
1980,4.0
1980,0.5
1980,2.0
1980,3.0
1980,4.0
1980,3.6875
1980,2.5
1980,2.5
1980,4.0
1980,4.0
1980,4.0
1980,1.5
1980,3.1153846153846154
1980,3.0
1980,2.9
1980,4.1875
1980,4.08256880733945
1980,2.75
1980,2.5
1980,4.0
1980,3.25
1980,3.5
1980,3.8563218390804597
1980,3.6666666666666665
1980,2.0
1980,2.875
1980,5.0
1980,1.5
1980,4.5
1980,2.5
1980,3.1875
1980,2.0
1980,4.029411764705882
1980,4.0
1980,3.5
1980,4.0
1980,2.875
1980,2.4642857142857144
1980,3.75
1980,3.5
1980,3.9285714285714284
1980,3.0714285714285716
1980,4.0
1980,3.3333333333333335
1980,4.0
1980,3.0
1980,2.3333333333333335
1980,3.0
1980,4.0
1980,4.125
1980,3.0
1980,2.6875
1981,3.0
1981,4.0
1981,3.0
1981,3.625
1981,2.0
1981,3.25
1981,4.5
1981,4.285714285714286
1981,5.0
1981,5.0
1981,4.0
1981,3.625
1981,4.2125
1981,3.8
1981,4.0
1981,4.0
1981,3.5
1981,4.0
1981,2.0
1981,4.083333333333333
1981,3.125
1981,5.0
1981,4.0
1981,2.75
1981,4.0
1981,5.0
1981,4.0
1981,4.5
1981,2.5
1981,4.038461538461538
1981,2.0
1981,3.25
1981,2.5
1981,3.4130434782608696
1981,2.5
1981,2.0
1981,4.2075
1981,2.75
1981,3.625
1981,2.75
1981,3.7941176470588234
1981,1.0
1981,5.0
1981,4.0
1981,3.8181818181818183
1981,4.75
1981,3.75
1981,2.5
1981,0.5
1981,3.575
1981,3.5
1981,4.5
1981,4.5
1981,3.731707317073171
1981,3.25
1981,3.0
1981,4.0
1981,1.0
1981,3.5476190476190474
1981,5.0
1981,3.3333333333333335
1981,3.6538461538461537
1981,2.0
1981,4.5
1981,3.5
1981,3.0
1981,2.0
1981,2.0
1981,5.0
1981,3.0
1981,4.0
1981,3.0
1981,4.0375
1981,2.4
1981,3.7857142857142856
1981,3.5454545454545454
1981,2.0
1981,3.0
1981,3.4545454545454546
1981,3.8684210526315788
1981,0.5
1981,3.5
1981,3.25
1981,2.8
1981,3.448717948717949
1981,3.64
1981,3.611111111111111
1981,2.75
1981,4.0
1981,4.75
